conference,unique_id,institutions
aaai,16155,['University of Wisconsin-Madison']
aaai,16731,['Tsinghua University']
aaai,16556,['George Mason University']
aaai,16146,['Nanjing University']
aaai,16918,"['NEC', 'Temple University']"
aaai,17017,['Tsinghua University']
aaai,16854,['Rensselaer Polytechnic Institute']
aaai,16555,['University of Pittsburgh']
aaai,16923,[]
aaai,16664,['Nanjing University']
aaai,16216,"['Peking University', 'Alibaba', 'ATR Computational Neuroscience Laboratories']"
aaai,16290,['UC Berkeley']
aaai,16090,['Alibaba']
aaai,16822,"['University of Technology Sydney', 'Sichuan University', 'Nanyang Technological University', 'A*STAR', 'Amazon']"
aaai,16248,"['EPFL', 'Singapore University of Technology and Design']"
aaai,16315,"['Tsinghua University', 'Florida State University', 'UC Berkeley']"
aaai,17112,['University of Illinois at Urbana-Champaign']
aaai,16255,['Dalian University of Technology']
aaai,17083,"['University at Albany', 'Virginia Tech']"
aaai,17230,"['University of New South Wales', 'Data61', 'CSIRO', 'University of Patras']"
aaai,16086,"['Nanyang Technological University', 'University of Washington']"
aaai,16254,['Chongqing University']
aaai,17397,['Delft University of Technology']
aaai,16149,[]
aaai,16639,[]
aaai,16828,['Prowler.io']
aaai,16151,[]
aaai,17418,['Rutgers University']
aaai,17242,"['Chinese Academy of Sciences', 'Nanyang Technological University', 'Microsoft']"
aaai,16635,['INESC-ID']
aaai,16943,['Politecnico di Milano']
aaai,16723,"['University of Southern California', 'Microsoft']"
aaai,17101,"['Singapore Management University', 'University of Massachusetts Amherst']"
aaai,16680,"['University of Science and Technology of China', 'University of Massachusetts Amherst', 'University of S&T of China']"
aaai,16385,"['Nanyang Technological University', 'Microsoft']"
aaai,17289,[]
aaai,16121,"['Peking University', 'Hong Kong Polytechnic University', 'Microsoft']"
aaai,16060,['Harbin Institute of Technology']
aaai,16115,['University of Massachusetts Amherst']
aaai,16334,['Chinese Academy of Sciences']
aaai,16369,['Chinese Academy of Sciences']
aaai,16473,[]
aaai,16691,['Tsinghua University']
aaai,17439,['Purdue University']
aaai,17260,"['City University of Hong Kong', 'National University of Singapore', 'University of Utah']"
aaai,17105,"['Johns Hopkins University', 'Microsoft']"
aaai,16371,['Chinese Academy of Sciences']
aaai,16347,['Tencent']
aaai,16599,['Peking University']
aaai,16393,"['CNRS', 'INRIA', 'University of Trento']"
aaai,16563,['University of Rochester']
aaai,16887,['Tufts University']
aaai,16246,['University of Manchester']
aaai,17433,['Carnegie Mellon']
aaai,16725,"['Tencent', 'Xiamen University']"
aaai,16187,['Tencent']
aaai,17126,"['Stony Brook University', 'United States Naval Academy']"
aaai,16577,"['Tsinghua University', 'Tencent']"
aaai,16788,['Baidu']
aaai,16573,"['Beijing Institute of Technology', 'Tsinghua University', 'Nanyang Technological University']"
aaai,16662,['Peking University']
aaai,16323,"['Harbin Institute of Technology', 'Microsoft']"
aaai,17394,['Carnegie Mellon']
aaai,17317,[]
aaai,16935,[]
aaai,16138,"['Harbin Institute of Technology', 'Microsoft', 'Beihang University']"
aaai,17410,"['University of Illinois at Urbana-Champaign', 'University of Washington', 'Amazon']"
aaai,17172,"['Japan Science and Technology Agency', 'National Institute of Informatics', 'University of Liverpool']"
aaai,17170,['University of North Texas']
aaai,17444,"['Singapore University of Technology and Design', 'Ant Financial']"
aaai,17415,['Carnegie Mellon']
aaai,17140,['Fudan University']
aaai,16844,['Arizona State University']
aaai,16709,"['Tsinghua University', 'The University of Hong Kong']"
aaai,16682,['Seoul National University']
aaai,16796,['Fudan University']
aaai,16710,"['University of Southern California', 'Microsoft']"
aaai,16713,['University of Copenhagen']
aaai,17299,['The University of Hong Kong']
aaai,17282,"['York University', 'The University of Hong Kong', 'New York University']"
aaai,16360,"['Shanghai Jiaotong University', 'University College London']"
aaai,16353,['IBM']
aaai,16656,['Boise State University']
aaai,17038,['University of Pittsburgh']
aaai,17077,['Columbia University']
aaai,16629,['North Carolina State University']
aaai,17368,['Allen Institute for Artiﬁcial Intelligence']
aaai,16166,['Facebook']
aaai,17076,['Shanghai Jiaotong University']
aaai,16297,"['Chinese Academy of Sciences', 'Tencent']"
aaai,17042,"['Baidu', 'University of Missouri', 'Wright State University']"
aaai,16492,['Shanghai Jiaotong University']
aaai,16189,"['Carnegie Mellon', 'Citadel', 'Google', 'Microsoft']"
aaai,17426,['Carnegie Mellon']
aaai,17123,"['Shanghai Jiaotong University', 'University of Illinois at Urbana-Champaign', 'University of Southern California', 'Facebook']"
aaai,16131,"['University of Technology Sydney', 'Beijing Institute of Technology']"
aaai,16214,"['Beihang University', 'Intuit Inc.']"
aaai,16522,[]
aaai,17011,"['University of Michigan', 'Yale University']"
aaai,16317,['Nara Institute of Science and Technology']
aaai,16748,"['Alibaba', 'Microsoft', 'Beihang University']"
aaai,16780,"['Qatar Computing Research Institute', 'Massachusetts Institute of Technology']"
aaai,16104,"['Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology, Hong Kong']"
aaai,16275,"['Arizona State University', 'Amazon']"
aaai,16961,['Northwestern University']
aaai,16981,[]
aaai,17090,['Microsoft']
aaai,16365,"['University of Edinburgh', 'Stanford University']"
aaai,16120,['University of North Texas']
aaai,16406,[]
aaai,17121,['Fudan University']
aaai,17326,"['Carnegie Mellon', 'Amazon']"
aaai,17378,['University of Colorado']
aaai,17148,['Open AI']
aaai,16203,['University of Waterloo']
aaai,16852,['Peking University']
aaai,16260,"['University College London', 'Alan Turing Institute']"
aaai,16921,['Duke University']
aaai,16402,"['Saarland University', 'Max Planck Society']"
aaai,16501,['IBM']
aaai,16977,['IIIT Hyderabad']
aaai,17293,['Dalhousie University']
aaai,16791,"['Chinese Academy of Sciences', 'Soochow University', 'Xiamen University']"
aaai,16905,['Fudan University']
aaai,17257,"['University of North Carolina', 'University of North Carolina at Chapel Hill']"
aaai,16632,"['Nanyang Technological University', 'A*STAR']"
aaai,16512,"['Tufts University', 'University of Texas at Austin', 'Sina']"
aaai,17318,[]
aaai,17327,"['Singapore University of Technology and Design', 'University of Massachusetts Amherst']"
aaai,16749,"['Peking University', 'University of Electronic Science and Technology of China']"
aaai,17041,"['University of Science and Technology of China', 'Microsoft', 'University of S&T of China']"
aaai,16549,['Harbin Institute of Technology']
aaai,16998,['Facebook']
aaai,16598,"['Sun Yat-sen University', 'Microsoft']"
aaai,16225,"['Microsoft', 'Beihang University']"
aaai,16135,"['Microsoft', 'Beihang University']"
aaai,16838,"['Hong Kong University of Science and Technology', 'University of Massachusetts Amherst']"
aaai,16510,"['Microsoft', 'Nankai University', 'Beihang University']"
aaai,17043,"['University of Science and Technology of China', 'Ant Financial', 'University of S&T of China']"
aaai,16113,"['CNRS', 'lip6.fr']"
aaai,17341,"['Nanyang Technological University', 'Carnegie Mellon']"
aaai,17390,"['Nanyang Technological University', 'Carnegie Mellon']"
aaai,16760,"['Tsinghua University', 'Beihang University']"
aaai,16257,['Chinese Academy of Sciences']
aaai,16720,"['Tianjin University', 'Tencent']"
aaai,16432,['Fudan University']
aaai,16368,['Fudan University']
aaai,16051,"['University of Michigan', 'Yale University']"
aaai,16784,"['Tsinghua University', 'Xiamen University']"
aaai,16582,['Tsinghua University']
aaai,17287,"['Alibaba', 'University of Illinois at Urbana-Champaign', 'Microsoft']"
aaai,16567,"['Chinese Academy of Sciences', 'Tencent', 'UC Santa Barbara']"
aaai,16316,"['Chinese Academy of Sciences', 'Tencent', 'UC Santa Barbara']"
aaai,17176,['Fudan University']
aaai,16310,['Northwestern Polytechnical University']
aaai,17308,['National University of Singapore']
aaai,17097,['University of Utah']
aaai,17382,['Rutgers University']
aaai,17151,"['Tsinghua University', 'Zhejiang University', 'Microsoft']"
aaai,17031,"['Tianjin University', 'Twitter']"
aaai,16362,"['Soochow University', 'Alibaba']"
aaai,17199,[]
aaai,17281,['ERNET']
aaai,16605,"['University of Amsterdam', 'Google']"
aaai,17226,['National University of Singapore']
aaai,16429,"['Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology, Hong Kong', 'Beihang University']"
aaai,16333,['East China Normal University']
aaai,16873,"['Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology, Hong Kong']"
aaai,16646,['University College London']
aaai,17066,"['Peking University', 'Oregon State University', 'UC San Diego']"
aaai,16541,['Nanyang Technological University']
aaai,17297,['IBM']
aaai,16447,['University of Pittsburgh']
aaai,16329,"['York University', 'New York University', 'University of Oregon']"
aaai,16382,"['Tencent', 'Microsoft']"
aaai,16222,['Peking University']
aaai,16894,['IIT Madras']
aaai,17115,['Peking University']
aaai,16239,"['Microsoft', 'Beihang University']"
aaai,16431,"['Nanyang Technological University', 'A*STAR']"
aaai,16570,"['Nanyang Technological University', 'A*STAR']"
aaai,16169,['Chinese Academy of Sciences']
aaai,16167,['Chinese Academy of Sciences']
aaai,16712,"['Singapore Management University', 'IBM', 'JD.com']"
aaai,16728,['Nanjing University']
aaai,16321,['Tsinghua University']
aaai,16213,['University of Colorado']
aaai,17294,"['Tsinghua University', 'University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
aaai,16705,"['Microsoft', 'Beihang University']"
aaai,17036,['Nanjing University']
aaai,17352,['Northwestern University']
aaai,16119,['Peking University']
aaai,16537,"['Tsinghua University', 'Microsoft']"
aaai,16308,['Peking University']
aaai,16983,"['Georgia Institute of Technology', 'Amazon']"
aaai,16331,"['Harbin Institute of Technology', 'Microsoft']"
aaai,17116,['Singapore Management University']
aaai,16302,['University of Tokyo']
aaai,17319,"['Universitat Pompeu Fabra', 'ICREA']"
aaai,16820,[]
aaai,16271,[]
aaai,16426,['National Taiwan University']
aaai,17228,['University of Toronto']
aaai,16392,[]
aaai,17250,"['University of Nottingham', 'Rice University']"
aaai,17217,['Universidad Carlos ill de Madrid']
aaai,16185,['Carnegie Mellon']
aaai,17335,"['IIIT Hyderabad', 'Singapore Management University']"
aaai,16293,['Quest University']
aaai,17372,['Bar-Ilan University']
aaai,17233,"['Technion', 'IBM']"
aaai,17182,"['University of Technology Sydney', 'Chinese Academy of Sciences']"
aaai,16948,['University of Southern California']
aaai,17196,"['University of Freiburg', 'University of Freiburg']"
aaai,16552,"['Carnegie Mellon', 'Uber']"
aaai,16717,['University of Toronto']
aaai,16305,['Nanyang Technological University']
aaai,17029,"['University of New South Wales', 'Ecole Normale Superieure', 'CNRS']"
aaai,16228,['Nanyang Technological University']
aaai,17209,['Saarland University']
aaai,17207,"['Australian National University', 'Data61', 'CSIRO']"
aaai,16163,"['Shanghai Jiaotong University', 'Duke University', 'Georgia Institute of Technology', 'IBM']"
aaai,16381,"['Imperial College London', ""King's College London"", 'Cornell']"
aaai,17026,"['Ecole Normale Superieure', 'CNRS']"
aaai,16565,"['Ariel University', 'Ben-Gurion University of the Negev']"
aaai,17375,"['Iowa State University', 'Purdue University']"
aaai,16053,[]
aaai,17383,['UC Irvine']
aaai,17144,['Adobe']
aaai,16233,['University of British Columbia']
aaai,17430,"['Stanford University', 'Allen Institute for Artiﬁcial Intelligence']"
aaai,16514,['KU Leuven']
aaai,17331,"['Shanghai Jiaotong University', 'University College London']"
aaai,16825,"['Technion', 'McGill University', 'Google']"
aaai,16111,"['Robert Bosch', 'IIT Madras']"
aaai,16985,['UC Riverside']
aaai,17129,"['University of California, Los Angeles']"
aaai,17194,['Cornell']
aaai,17152,['University of Southern California']
aaai,17023,['Tsinghua University']
aaai,16658,['University of Oxford']
aaai,16615,['Technische Universität Wien (TU Wien)']
aaai,17376,['Carnegie Mellon']
aaai,16139,['University of Sydney']
aaai,16617,[]
aaai,17252,['Massachusetts Institute of Technology']
aaai,17440,['University of Maryland']
aaai,16194,['University of Central Florida']
aaai,17200,['University of Sydney']
aaai,17251,['Carnegie Mellon']
aaai,17016,"['University of Tokyo', 'Caltech']"
aaai,16223,['University of Melbourne']
aaai,16782,['UC San Diego']
aaai,16625,['University of Waterloo']
aaai,16379,"['Institute of Science and Technology Austria', 'Heidelberg University']"
aaai,16915,['University of Michigan']
aaai,16952,['University of Texas at Austin']
aaai,16945,['INESC-ID']
aaai,16898,"['University of New South Wales', 'Data61', 'Amazon']"
aaai,16958,"['CNRS', 'Cornell']"
aaai,17328,['University of Helsinki']
aaai,16855,[]
aaai,17227,['INESC-ID']
aaai,17192,['National University of Singapore']
aaai,17198,['KAIST']
aaai,16270,['University of Potsdam']
aaai,16096,['Xidian University']
aaai,16230,"['Chinese Academy of Sciences', 'University of Science and Technology of China']"
aaai,17256,['Tsinghua University']
aaai,16452,['Tsinghua University']
aaai,16114,"['National Taiwan University', 'Carnegie Mellon']"
aaai,16655,"['Sun Yat-sen University', 'Harbin Institute of Technology', 'Hong Kong Polytechnic University']"
aaai,16654,"['Sun Yat-sen University', 'SenseTime Group Ltd.']"
aaai,17087,"['University of North Carolina', 'University of North Carolina at Chapel Hill']"
aaai,16724,"['Stanford University', 'Microsoft']"
aaai,17391,['Carnegie Mellon']
aaai,16232,"['KU Leuven', 'ETH Zurich']"
aaai,16469,"['Chinese Academy of Sciences', 'Zhejiang University', 'Alibaba']"
aaai,16527,['University of Maryland']
aaai,16818,"['Siemens', 'University of Maryland']"
aaai,16450,"['Chinese Academy of Sciences', 'Tsinghua University']"
aaai,16332,"['Chinese Academy of Sciences', 'Meitu']"
aaai,16345,['Dalian University of Technology']
aaai,16471,"['Beijing Institute of Technology', 'Shanghai Jiaotong University', 'University of California, Los Angeles']"
aaai,17334,['IBM']
aaai,16465,"['Alibaba', 'Nanyang Technological University']"
aaai,16177,"['University of Science and Technology of China', 'University of S&T of China']"
aaai,16206,['Chinese Academy of Sciences']
aaai,16468,['Samsung']
aaai,16350,"['Chinese Academy of Sciences', 'Tsinghua University']"
aaai,16962,['University of Maryland']
aaai,17153,['Chinese Academy of Sciences']
aaai,17168,['Chinese Academy of Sciences']
aaai,17134,"['SenseTime Group Ltd.', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16794,"['Beijing Institute of Technology', 'University of Rochester']"
aaai,17064,"['University of Pittsburgh', 'JD.com']"
aaai,16496,"['Chinese Academy of Sciences', 'Microsoft']"
aaai,16600,['Academia Sinica']
aaai,16775,"['Chinese Academy of Sciences', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'Hong Kong Polytechnic University']"
aaai,16109,"['Peking University', 'Shenzhen Graduate School', 'SAP']"
aaai,16666,"['Tencent', 'Nanyang Technological University']"
aaai,16676,"['Sun Yat-sen University', 'University of London']"
aaai,17070,"['KAIST', 'Massachusetts Institute of Technology']"
aaai,16771,"['KAIST', 'NAVER', 'Korea Advanced Institute of Science and Technology']"
aaai,17059,"['Rensselaer Polytechnic Institute', 'Air Force Research Laboratory']"
aaai,17074,['Northeastern University']
aaai,16878,"['Harbin Institute of Technology', 'Hong Kong Baptist University']"
aaai,16715,"['Huazhong Univ. of Sci. and Tech.', 'Texas A&M University, College Station', 'Microsoft']"
aaai,16882,"['Sun Yat-sen University', 'SenseTime Group Ltd.']"
aaai,16899,['Carnegie Mellon']
aaai,16730,"['Chinese Academy of Sciences', 'Tencent']"
aaai,16309,['Chinese Academy of Sciences']
aaai,16739,['Chinese Academy of Sciences']
aaai,16152,"['NEC', 'Duke University']"
aaai,16463,"['Tsinghua University', 'Megvii']"
aaai,16808,"['University of New South Wales', 'University of Technology Sydney', 'Northwestern Polytechnical University']"
aaai,16205,"[""Xi'an Jiaotong University"", 'Tianjin University', 'University of South Carolina']"
aaai,16491,['Chinese Academy of Sciences']
aaai,16059,"['Beijing Institute of Technology', 'University of California, Los Angeles']"
aaai,16530,['Carnegie Mellon']
aaai,16745,"['University of Science and Technology of China', 'University of S&T of China']"
aaai,16144,"['Chinese Academy of Sciences', 'Nanjing University', 'Shanghai Jiaotong University']"
aaai,17205,"['Beijing University of Posts and Telecommunications', 'Tsinghua University', 'South China University of Technology']"
aaai,17058,"['Chinese Academy of Sciences', 'Nanjing University', 'National University of Singapore', 'JD.com']"
aaai,16327,['The University of Hong Kong']
aaai,17325,"['University of Technology Sydney', 'Carnegie Mellon']"
aaai,17206,"['Tsinghua University', 'SenseTime Group Ltd.', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16947,"['Beijing Jiaotong University', 'University College London', 'University of Cambridge']"
aaai,16693,['Shanghai Jiaotong University']
aaai,16354,"['Southern University of Science and Technology', 'Southern University of Science and Technology', 'Nanyang Technological University']"
aaai,17054,"['Tsinghua University', 'Baidu', 'Rutgers University']"
aaai,16626,"['Northwestern Polytechnical University', 'Newcastle University', 'JD.com']"
aaai,16249,"['East China Normal University', 'Tsinghua University', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16833,"['Zhejiang University', 'Nanyang Technological University', 'Singapore University of Technology and Design', 'University of Houston']"
aaai,16866,"['Tianjin University', 'University of South Carolina']"
aaai,16092,"['Zhejiang University', 'Alibaba']"
aaai,16502,['TU Darmstadt']
aaai,16394,"['TU Munchen', 'University of Tokyo', 'NTT', 'University of Cambridge', 'Uber']"
aaai,16287,['University of Pittsburgh']
aaai,16802,"['SenseTime Group Ltd.', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16320,"['NEC', 'Duke University']"
aaai,16420,"['University of California, Los Angeles']"
aaai,16485,['Zhejiang University']
aaai,16423,"['Chinese Academy of Sciences', 'Peking University']"
aaai,16790,['Indiana University']
aaai,16726,['Indian Institute of Science']
aaai,16486,['Indian Institute of Science']
aaai,17100,"['IIIT Delhi', 'IIIT Delhi']"
aaai,16841,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'Beihang University']"
aaai,16729,[]
aaai,16430,"['UC Merced', 'NVIDIA']"
aaai,17329,"['Georgia Institute of Technology', 'Indiana University', 'Virginia Tech', 'Facebook']"
aaai,16359,['Tianjin University']
aaai,16330,"['Beijing Institute of Technology', 'South China University of Technology']"
aaai,17049,"['Nanjing University', 'Microsoft']"
aaai,16106,"['Chinese Academy of Sciences', 'National University of Defense Technology', 'University of Wollongong']"
aaai,16461,['Nara Institute of Science and Technology']
aaai,16348,"['National University of Defense Technology', 'National University of Singapore', 'University of Illinois at Urbana-Champaign']"
aaai,16883,['Beihang University']
aaai,16137,['Chinese Academy of Sciences']
aaai,17135,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16097,"['Sun Yat-sen University', 'Hong Kong Baptist University']"
aaai,16722,['University of Electronic Science and Technology of China']
aaai,17009,"['Nankai University', 'University of Bath']"
aaai,16164,['National University of Defense Technology']
aaai,17047,"['University of Maryland', 'University of Rochester']"
aaai,16421,"['Baidu', 'University of Southern California']"
aaai,16734,['Hong Kong Baptist University']
aaai,16886,"[""Xi'an Jiaotong University"", 'Tianjin University', 'University of South Carolina']"
aaai,16467,['Beijing Institute of Technology']
aaai,17213,['Seoul National University']
aaai,17180,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16740,[]
aaai,16445,"['University of Adelaide', 'University of Technology Sydney', 'Nanjing University']"
aaai,16088,['Xidian University']
aaai,17244,"['SenseTime Group Ltd.', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16698,['Nankai University']
aaai,16395,"['Chinese Academy of Sciences', 'University of London']"
aaai,17344,"['University of Michigan', 'University of Rochester']"
aaai,16258,"['Shanghai Jiaotong University', 'Tsinghua University', 'Tencent', 'Temple University', 'South China University of Technology']"
aaai,17238,['Chinese Academy of Sciences']
aaai,16064,['New York University']
aaai,16475,['Chinese Academy of Sciences']
aaai,16444,['University of Adelaide']
aaai,16994,"['Australian National University', 'Data61', 'CSIRO', 'ShanghaiTech University', 'EPFL']"
aaai,17012,['Tsinghua University']
aaai,16908,"['Google', 'Microsoft']"
aaai,16540,"['Northwestern University', 'University of Wisconsin-Madison']"
aaai,16197,['Quest University']
aaai,17442,[]
aaai,17202,['IBM']
aaai,17332,['University of Texas at Austin']
aaai,16041,"['University of British Columbia', 'Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology, Hong Kong', 'Nanyang Technological University']"
aaai,16418,['Brown University']
aaai,17380,['KenSci']
aaai,16550,['University of Missouri']
aaai,16148,"['University of Oxford', 'IBM']"
aaai,16282,"['Carnegie Mellon', 'University of Southern California', 'Microsoft']"
aaai,16100,"['ETH Zurich', 'Disney']"
aaai,16851,['IBM']
aaai,16133,[]
aaai,16198,['Quest University']
aaai,16045,[]
aaai,17215,"['Fujitsu', 'Singapore Management University', 'Uber']"
aaai,16743,['NTT']
aaai,16441,[]
aaai,16046,[]
aaai,17081,['Universite Laval']
aaai,16661,"['Rutgers University', 'Disney']"
aaai,16511,"['Indiana University', 'Purdue University']"
aaai,16850,['Twitter']
aaai,16183,['Vrije Universiteit Brussel']
aaai,16880,['University of Nebraska-Lincoln']
aaai,16103,['Adobe']
aaai,17304,"['Arizona State University', 'University of Southern California']"
aaai,16703,['Case Western Reserve University']
aaai,16190,"['Caltech', 'University of Southern California', 'University of Utah', 'Los Alamos National Lab']"
aaai,16040,"['Caltech', 'University of Southern California', 'NASA']"
aaai,16579,"['Technion', 'Walmart Labs']"
aaai,17034,[]
aaai,17347,['Massachusetts Institute of Technology']
aaai,16848,"['Hokkaido University', 'Kyoto University', 'RIKEN']"
aaai,17145,"['Johns Hopkins University', 'University of Central Florida']"
aaai,17443,['University of Massachusetts Amherst']
aaai,16955,['University of Michigan']
aaai,17265,['Pennsylvania State University']
aaai,16553,['University of Wisconsin-Madison']
aaai,16253,[]
aaai,17093,['Kyoto University']
aaai,17253,"['University of Freiburg', 'University of Freiburg']"
aaai,16408,[]
aaai,16386,['IDSIA']
aaai,16614,"['IDSIA', 'Carnegie Mellon']"
aaai,16110,['TU Graz']
aaai,16978,[]
aaai,17449,"['University of Toronto', 'Massachusetts Institute of Technology', 'Northeastern University', 'University of Massachusetts Amherst', 'Rochester Institute of Technology']"
aaai,17420,['University of Waterloo']
aaai,17229,"['KU Leuven', 'University of Trento']"
aaai,17283,['University of Rochester']
aaai,17179,['IBM']
aaai,17261,['University of Michigan']
aaai,16147,[]
aaai,16799,"['INESC-ID', 'University of Lisbon']"
aaai,17232,['University of Denver']
aaai,16718,['ERNET']
aaai,17371,['UC Irvine']
aaai,16885,['University of Southern California']
aaai,17361,['Massachusetts Institute of Technology']
aaai,16688,"['Monash University', 'Data61', 'CSIRO']"
aaai,17044,['UC Irvine']
aaai,16178,"['RWTH Aachen', 'University of Genoa']"
aaai,17132,['University of Texas at Austin']
aaai,17075,['University of Southern California']
aaai,16777,"['University of New South Wales', 'Data61', 'CSIRO']"
aaai,17340,['Rochester Institute of Technology']
aaai,16173,['University of North Texas']
aaai,16159,[]
aaai,17350,['University of Southern California']
aaai,17436,['University of Pennsylvania']
aaai,17313,['Stanford University']
aaai,17065,"['Kansas State University', 'Facebook']"
aaai,17349,['University of Minnesota']
aaai,16762,"['University of British Columbia', 'Nanyang Technological University']"
aaai,16924,['University of Utah']
aaai,16453,"['ERNET', 'McGill University', 'University of Southern California']"
aaai,16259,['IDSIA']
aaai,17173,['University of North Texas']
aaai,17416,"['Massachusetts Institute of Technology', 'Washington University in St. Louis']"
aaai,16810,['Zhejiang University']
aaai,16707,['South China University of Technology']
aaai,16483,"['National University of Singapore', 'South China University of Technology']"
aaai,16304,"['Chinese Academy of Sciences', 'Peking University']"
aaai,16049,"['Baidu', 'University of Illinois at Urbana-Champaign', 'Texas A&M University, College Station']"
aaai,16284,['Ariel University']
aaai,16557,['University of Alberta']
aaai,16690,['Zhejiang University']
aaai,17322,['University of Texas at Austin']
aaai,16075,[]
aaai,16265,['University of North Texas']
aaai,17320,['Rensselaer Polytechnic Institute']
aaai,16451,"['ERNET', 'McGill University', 'University of Southern California']"
aaai,16751,[]
aaai,16975,"['University of Illinois at Urbana-Champaign', 'Washington State University']"
aaai,16048,['Huawei']
aaai,16043,['Shanghai Jiaotong University']
aaai,16641,"['Zhejiang University', 'Columbia University']"
aaai,16896,['UT Dallas']
aaai,17107,['University of Iowa']
aaai,17149,['Washington University in St. Louis']
aaai,16672,"['University of North Texas', 'Kansas State University']"
aaai,16083,['University of Tokyo']
aaai,17302,['Twitter']
aaai,16243,"['Chinese Academy of Sciences', 'Tsinghua University']"
aaai,16127,"['Chinese Academy of Sciences', 'Jilin University', 'Dalian Maritime University']"
aaai,16238,"['Chinese Academy of Sciences', 'Peking University']"
aaai,16535,"['Chinese Academy of Sciences', 'University of Arizona']"
aaai,16972,['McGill University']
aaai,16077,['IBM']
aaai,16610,[]
aaai,16196,['University of Maryland']
aaai,16229,"['University of Waterloo', 'Peking University', 'ETH Zurich']"
aaai,17290,['Rochester Institute of Technology']
aaai,17273,['University of Tokyo']
aaai,16889,[]
aaai,17414,[]
aaai,16526,[]
aaai,16112,['University of L’Aquila']
aaai,16532,"['Oregon State University', 'University of Pennsylvania', 'Naval Research Laboratory']"
aaai,16963,[]
aaai,17358,['Washington State University']
aaai,17091,['Universite Laval']
aaai,16989,['Washington State University']
aaai,17392,['University of Pennsylvania']
aaai,16415,"[""Xi'an Jiaotong University"", 'University of Washington', 'Texas A&M University, College Station']"
aaai,16299,['INESC-ID']
aaai,17269,['Carnegie Mellon']
aaai,17381,[]
aaai,16506,['Saarland University']
aaai,16545,"['National University of Singapore', 'South China University of Technology']"
aaai,16817,['Osaka University']
aaai,16384,[]
aaai,16508,"['Max Planck Society', 'Hong Kong Polytechnic University', 'The University of Hong Kong']"
aaai,16566,[]
aaai,16922,"['Pennsylvania State University', 'Kansas State University']"
aaai,16742,"['Tsinghua University', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16574,['Tianjin University']
aaai,16352,"['National University of Defense Technology', 'University of Texas at Austin']"
aaai,16132,['Chinese Academy of Sciences']
aaai,16842,"['Beijing Jiaotong University', 'Northwestern Polytechnical University']"
aaai,16544,"['Chinese Academy of Sciences', 'University of Massachusetts Amherst']"
aaai,16296,"['Peking University', 'University of Texas at Austin']"
aaai,16044,"['Sun Yat-sen University', 'Hong Kong Baptist University']"
aaai,16561,"['Chinese Academy of Sciences', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,16108,['National University of Defense Technology']
aaai,16443,[]
aaai,16289,['University of Waterloo']
aaai,16416,[]
aaai,16914,['Tsinghua University']
aaai,16643,['IBM']
aaai,17006,['IBM']
aaai,16787,['SAP']
aaai,16990,['University of Southern California']
aaai,16633,['IBM']
aaai,16337,['Seoul National University']
aaai,17127,['IBM']
aaai,16407,"['University of Toronto', 'IBM']"
aaai,16474,"['KAIST', 'Seoul National University']"
aaai,16973,['Facebook']
aaai,16795,"['IBM', 'IIIT Delhi', 'IIIT Delhi']"
aaai,16374,[]
aaai,16459,"['Shanghai Jiaotong University', 'University College London']"
aaai,3762,['IBM']
aaai,3763,"['Indian Institute of Science', 'IBM']"
aaai,3764,['Australian National University']
aaai,3765,"['University of Oslo', 'University of Edinburgh', 'University of Oxford', 'Alan Turing Institute']"
aaai,3766,"['University of Science and Technology of China', 'University of Electronic Science and Technology of China']"
aaai,3767,"['Xidian University', 'Zhejiang University', 'Ohio State University']"
aaai,3768,"['Tsinghua University', 'Rutgers University']"
aaai,3769,"['Sun Yat-sen University', 'Tsinghua University', 'University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
aaai,3770,"['Microsoft', 'Beihang University']"
aaai,3771,"['Tsinghua University', 'University of Bonn']"
aaai,3772,"['Tencent', 'Carnegie Mellon']"
aaai,3773,"['Nanjing University', 'Nanjing University of Aeronautics and Astronautics']"
aaai,3774,['Shanghai Jiaotong University']
aaai,3775,"['Fudan University', 'Twitter']"
aaai,3776,['Tsinghua University']
aaai,3777,"['Tsinghua University', 'University of Maryland']"
aaai,3778,"['Chinese Academy of Sciences', 'Alibaba']"
aaai,3779,['Google']
