author,paper_count,institution,2013,2014,2015,2016,2017,2018,2019,Notes
 Kaidi Cao,4,<none>,0,0,0,0,0,1,3
 Ignacio Rocco,4,<none>,0,0,0,0,1,1,2
 Yuan Xie,4,<none>,0,0,0,0,1,1,2
 Novi Quadrianto,4,<none>,1,0,0,2,0,0,1
 Yuxin Peng,4,<none>,0,0,1,0,1,1,1
 Wenjie Pei,4,<none>,0,0,0,0,1,0,3
 Hyeonwoo Noh,4,<none>,0,0,1,1,1,0,1
 Kilian Q. Weinberger,4,<none>,0,0,0,0,1,2,1
 James Philbin,4,<none>,0,1,1,1,0,0,1
 Jiang Liu,4,<none>,0,0,2,0,0,1,1
 Amy Zhao,4,<none>,0,0,0,0,0,2,2
 Bo Zhao,4,<none>,0,0,0,0,2,1,1
 Chen Feng,4,<none>,0,0,0,0,1,2,1
 Ahmad Humayun,4,<none>,1,1,1,0,0,0,1
 Louis-Philippe Morency,4,<none>,1,0,0,0,1,0,2
 Andrew Tao,4,<none>,0,0,0,0,0,1,3
 Bryan Catanzaro,4,<none>,0,0,0,0,0,1,3
 Qinping Zhao,4,<none>,1,1,0,0,1,0,1
 Xudong Jiang,4,<none>,0,0,0,0,0,1,3
 Alhussein Fawzi,4,<none>,0,0,0,1,1,1,1
 Edward Y. Chang,4,<none>,0,0,1,0,1,0,2
 Yang Li,4,<none>,0,0,3,0,0,0,1
 Samy Bengio,4,<none>,0,0,2,0,1,0,1
 Linda Shapiro,4,<none>,1,0,1,1,0,0,1
 Namdar Homayounfar,4,<none>,0,0,0,0,1,1,2
 Denis Zorin,4,<none>,0,0,0,0,0,1,3
 Yulan Guo,4,<none>,0,0,0,0,0,1,3
 Yongxi Lu,4,<none>,0,0,0,1,2,0,1
 Oswald Lanz,4,<none>,1,0,1,0,0,0,2
 Gangshan Wu,4,<none>,0,0,1,0,0,0,3
 Chi Nhan Duong,4,<none>,0,0,1,1,1,0,1
 Kha Gia Quach,4,<none>,0,0,1,1,1,0,1
 Anurag Ranjan,4,<none>,0,0,0,0,1,0,3
 Qing Wang,4,<none>,1,1,0,0,1,0,1
 Xuemei Hu,4,<none>,0,0,0,1,0,0,3
 Meng Tang,4,<none>,1,0,1,0,0,1,1
 Nicolas Pugeault,4,<none>,0,1,0,0,1,0,2
 Jun-Cheng Chen,4,<none>,0,0,0,0,0,1,3
 Chen-Yu Lee,4,<none>,0,1,0,1,1,0,1
 Julieta Martinez,4,<none>,0,1,0,0,2,0,1
 Jun Xiao,4,<none>,0,0,0,0,1,1,2
 Yueting Zhuang,4,<none>,0,0,0,1,2,0,1
 Bo Jiang,4,<none>,1,0,0,0,1,0,2
 Bin Luo,4,<none>,0,0,0,0,1,1,2
 Yao-Hung Hubert Tsai,4,<none>,0,0,1,1,1,0,1
 Kushal Kafle,4,<none>,0,0,0,1,1,1,1
 Christopher Kanan,4,<none>,0,0,0,1,1,1,1
 C.-C. Jay Kuo,4,<none>,0,0,1,0,0,2,1
 Junyu Han,4,<none>,0,0,0,0,1,0,3
 Avinash Ravichandran,4,<none>,0,1,0,0,0,0,3
 Aditya Deshpande,4,<none>,0,0,1,0,1,1,1
 Yuandong Tian,4,<none>,1,0,0,0,1,0,2
 Paul L. Rosin,4,<none>,0,0,0,0,0,2,2
 Ayush Tewari,4,<none>,0,0,0,0,1,2,1
 Pablo Garrido,4,<none>,0,1,0,0,1,1,1
 Chengde Wan,4,<none>,0,0,0,0,2,1,1
 Kwan-Yee Lin,4,<none>,0,0,0,0,0,1,3
 Natalia Neverova,4,<none>,0,0,0,0,1,1,2
 Donglai Xiang,4,<none>,0,0,0,1,1,0,2
 Dimitrios Tzionas,4,<none>,0,0,1,0,0,0,3
 Chao Liu,4,<none>,1,0,1,0,1,0,1
 Vassileios Balntas,4,<none>,0,0,1,0,2,0,1
 Thomas Mollenhoff,4,<none>,0,0,0,1,1,0,2
 Swami Sankaranarayanan,4,<none>,0,0,0,0,1,2,1
 Rahaf Aljundi,4,<none>,0,0,1,0,2,0,1
 Stephen Tyree,4,<none>,0,0,0,1,1,1,1
 Iacopo Masi,4,<none>,0,0,0,1,1,1,1
 Xin Chen,4,<none>,0,0,0,0,0,1,3
 Ronald Yu,4,<none>,0,0,0,0,2,1,1
 Zhanghui Kuang,4,<none>,0,0,0,0,0,1,3
 Sujoy Paul,4,<none>,0,0,0,0,2,1,1
 Yuhong Guo,4,<none>,1,0,1,0,1,0,1
 Dylan Campbell,4,<none>,0,0,1,1,1,0,1
 Javier Gonzalez-Jimenez,4,<none>,0,0,0,0,2,1,1
 Benjamin Ummenhofer,4,<none>,1,0,1,0,1,0,1
 Hao Liu,4,<none>,0,0,1,0,1,0,2
 Wenbo Li,4,<none>,0,1,1,0,1,0,1
 Guillermo Gallego,4,<none>,0,0,0,0,0,2,2
 Debadeepta Dey,4,<none>,0,0,1,0,2,0,1
 Nebojsa Jojic,4,<none>,1,0,0,0,2,0,1
 Tan Yu,4,<none>,0,0,0,0,2,1,1
 Hao Lu,4,<none>,0,0,0,0,1,1,2
 Stephen Maybank,4,<none>,1,0,0,0,1,2,0
 Jongwon Choi,4,<none>,0,0,0,1,2,1,0
 Abdelaziz Djelouah,4,<none>,1,0,0,0,0,2,1
 Richard Zhang,4,<none>,0,0,0,0,1,1,2
 Tiantian Wang,4,<none>,0,0,0,0,1,2,1
 Seong Jae Hwang,4,<none>,0,0,1,1,0,1,1
 Yuting Zhang,4,<none>,0,0,1,0,1,2,0
 Mahdi M. Kalayeh,4,<none>,0,2,0,0,1,1,0
 Jasper Uijlings,4,<none>,0,1,0,0,0,3,0
 Sudheendra Vijayanarasimhan,4,<none>,1,0,1,0,0,2,0
 Dinesh Jayaraman,4,<none>,0,1,1,1,0,1,0
 Xiaolei Huang,4,<none>,0,0,0,2,1,1,0
 Xiangfei Kong,4,<none>,1,0,0,0,0,3,0
 Youngjae Yu,4,<none>,0,0,0,0,3,1,0
 Christopher Pal,4,<none>,0,0,1,1,1,1,0
 Can Chen,4,<none>,0,1,1,0,1,1,0
 Yihong Gong,4,<none>,0,0,0,1,1,1,1
 Michael Bronstein,4,<none>,0,0,1,0,1,1,1
 Jan Ernst,4,<none>,0,0,0,0,1,3,0
 Ondřej Chum,4,<none>,0,0,0,0,0,4,0
 Chaoyang Wang,4,<none>,0,0,1,0,1,1,1
 Mihai Zanfir,4,<none>,1,0,0,0,1,2,0
 Lijun Yin,4,<none>,1,0,0,2,0,1,0
 Fei Yang,4,<none>,0,0,2,0,0,1,1
 Minsi Wang,4,<none>,0,0,0,0,1,3,0
 Alberto Del Bimbo,4,<none>,0,0,1,0,2,1,0
 Dequan Wang,4,<none>,0,0,2,0,0,1,1
 Yulun Zhang,4,<none>,0,0,0,0,0,1,3
 Ronald Clark,4,<none>,0,0,0,0,1,1,2
 Maximilian Baust,4,<none>,0,0,1,0,2,1,0
 Bo Dai,4,<none>,0,0,0,0,2,1,1
 Yisen Wang,4,<none>,0,0,0,0,0,2,2
 Le Song,4,<none>,0,0,1,0,1,2,0
 Kevin Matzen,4,<none>,1,0,1,0,0,1,1
 Hang Chu,4,<none>,0,0,1,0,0,2,1
 Kaustav Kundu,4,<none>,0,0,1,1,1,1,0
 Xiu Li,4,<none>,0,0,0,1,1,1,1
 Arthur Szlam,4,<none>,0,1,0,0,1,1,1
 Daiki Ikami,4,<none>,0,0,0,0,1,3,0
 Xu-Yao Zhang,4,<none>,0,0,1,0,1,1,1
 Samuel Albanie,4,<none>,0,0,0,0,0,2,2
 Kuiyuan Yang,4,<none>,0,0,1,1,1,1,0
 Yogesh Balaji,4,<none>,0,0,0,0,1,2,1
 Arpit Jain,4,<none>,2,0,0,0,1,1,0
 Ser Nam Lim,4,<none>,0,0,0,0,3,1,0
 Dong Zhang,4,<none>,1,0,1,0,1,1,0
 Joseph Redmon,4,<none>,0,0,0,1,1,2,0
 Artem Rozantsev,4,<none>,0,0,1,1,1,1,0
 Matthew B. Blaschko,4,<none>,0,1,0,0,1,1,1
 David Kriegman,4,<none>,0,0,2,0,1,1,0
 Scott Reed,4,<none>,0,0,2,1,0,1,0
 Kenichiro Tanaka,4,<none>,0,0,1,1,1,1,0
 Hiroyuki Kubo,4,<none>,0,0,1,1,1,1,0
 Joaquin Zepeda,4,<none>,0,0,1,0,2,1,0
 Shiyang Cheng,4,<none>,1,1,0,0,0,2,0
 Umar Iqbal,4,<none>,0,0,0,1,1,1,1
 Eldar Insafutdinov,4,<none>,0,0,0,1,2,1,0
 Yu Wu,4,<none>,0,0,0,0,0,1,3
 Luis Herranz,4,<none>,0,0,1,1,1,1,0
 Michael Firman,4,<none>,0,0,0,1,0,1,2
 Chang Wen Chen,4,<none>,0,0,0,0,2,1,1
 Mark Yatskar,4,<none>,0,0,0,1,1,1,1
 Siyuan Huang,4,<none>,0,0,0,0,1,1,2
 Susanna Ricco,4,<none>,1,0,1,1,0,1,0
 Marco Cristani,4,<none>,1,0,2,0,0,1,0
 Tete Xiao,4,<none>,0,0,0,0,1,2,1
 Matthew O'Toole,4,<none>,0,1,1,0,1,1,0
 Carlos D. Castillo,4,<none>,0,0,0,0,0,3,1
 Avishek Chatterjee,4,<none>,1,1,1,0,0,1,0
 Szymon Rusinkiewicz,4,<none>,1,0,1,0,0,1,1
 Alireza Fathi,4,<none>,2,0,0,0,1,1,0
 Kunio Kashino,4,<none>,0,0,1,0,1,1,1
 Dongdong Chen,4,<none>,0,0,0,0,2,1,1
 Theo Gevers,4,<none>,3,0,0,0,0,1,0
 Marcus A. Brubaker,4,<none>,1,0,1,0,0,1,1
 Rameswar Panda,4,<none>,0,0,0,0,3,1,0
 Abel Gonzalez-Garcia,4,<none>,0,0,1,0,0,1,2
 Mingfei Gao,4,<none>,0,0,0,0,0,2,2
 Yongyi Lu,4,<none>,0,0,2,0,1,1,0
 Zilong Huang,4,<none>,0,0,0,0,1,1,2
 Xavier Alameda-Pineda,4,<none>,0,0,0,2,1,1,0
 Wenhao Jiang,4,<none>,0,0,0,0,1,2,1
 Jiasen Lu,4,<none>,0,0,2,0,1,1,0
 Rang M. H. Nguyen,4,<none>,0,0,1,1,1,1,0
 Yan Li,4,<none>,0,0,2,0,0,1,1
 Alex Kendall,4,<none>,0,0,1,0,2,1,0
 Dongyu She,4,<none>,0,0,0,0,0,1,3
 Ryo Yonetani,4,<none>,0,0,1,1,1,1,0
 Jian Yao,4,<none>,1,0,2,0,0,1,0
 Hidekata Hontani,4,<none>,1,0,0,0,1,1,1
 John Guttag,4,<none>,1,0,0,0,0,3,0
 Aaron Sarna,4,<none>,0,0,0,0,1,1,2
 Qi Qian,4,<none>,0,0,1,0,0,1,2
 Shenghuo Zhu,4,<none>,2,0,1,0,0,1,0
 Iro Laina,4,<none>,0,0,0,0,2,1,1
 Sicheng Zhao,4,<none>,0,0,0,0,0,1,3
 Da Li,4,<none>,0,0,0,0,1,1,2
 Anastasios Roussos,4,<none>,1,0,1,2,0,0,0
 Shinsaku Hiura,4,<none>,1,0,1,0,1,0,1
 Jeffrey Ho,4,<none>,4,0,0,0,0,0,0
 Kevin Koser,4,<none>,4,0,0,0,0,0,0
 Robert T. Collins,4,<none>,3,0,0,1,0,0,0
 Hui Cheng,4,<none>,1,1,0,0,1,0,1
 Deng Cai,4,<none>,2,0,0,0,0,0,2
 Hongxun Yao,4,<none>,1,0,0,1,1,0,1
 Yongdong Zhang,4,<none>,1,0,1,0,2,0,0
 Jungseock Joo,4,<none>,2,1,1,0,0,0,0
 Andrew Gallagher,4,<none>,4,0,0,0,0,0,0
 Yinghuan Shi,4,<none>,1,1,0,0,1,0,1
 Ben Taskar,4,<none>,3,1,0,0,0,0,0
 Jorn Ostermann,4,<none>,2,0,1,0,0,0,1
 Michael Donoser,4,<none>,2,2,0,0,0,0,0
 Stefanie Jegelka,4,<none>,1,1,0,1,1,0,0
 Xing Mei,4,<none>,2,0,2,0,0,0,0
 Hajime Nagahara,4,<none>,2,0,2,0,0,0,0
 Jason Rock,4,<none>,2,0,2,0,0,0,0
 Raphael Sznitman,4,<none>,1,1,1,1,0,0,0
 Samuele Salti,4,<none>,1,0,1,0,0,0,2
 Thomas Mauthner,4,<none>,1,1,2,0,0,0,0
 Jiajun Bu,4,<none>,2,2,0,0,0,0,0
 Chun Chen,4,<none>,2,2,0,0,0,0,0
 Sanjiv Kumar,4,<none>,1,0,2,0,1,0,0
 Mehrtash T. Harandi,4,<none>,2,1,1,0,0,0,0
 Brian C. Lovell,4,<none>,3,1,0,0,0,0,0
 Bjorn Stenger,4,<none>,1,3,0,0,0,0,0
 Chris Ding,4,<none>,3,0,0,0,1,0,0
 Tian Lan,4,<none>,3,0,1,0,0,0,0
 John R. Smith,4,<none>,2,1,1,0,0,0,0
 Yunde Jia,4,<none>,3,0,0,0,0,0,1
 Matthias B. Hullin,4,<none>,1,2,1,0,0,0,0
 Joao P. Barreto,4,<none>,1,0,1,1,1,0,0
 Yang Zhang,4,<none>,1,0,0,1,1,0,1
 Zhuoyuan Chen,4,<none>,2,0,1,0,0,0,1
 Adarsh Kowdle,4,<none>,1,0,0,1,2,0,0
 Takashi Matsuyama,4,<none>,1,1,1,0,1,0,0
 Sadeep Jayasumana,4,<none>,2,1,1,0,0,0,0
 Mihir Jain,4,<none>,1,1,2,0,0,0,0
 Luca Del Pero,4,<none>,2,0,1,1,0,0,0
 Rin-ichiro Taniguchi,4,<none>,1,0,2,1,0,0,0
 Peng Ye,4,<none>,1,3,0,0,0,0,0
 Le Kang,4,<none>,1,2,1,0,0,0,0
 Florent Perronnin,4,<none>,1,2,1,0,0,0,0
 Robert Pless,4,<none>,1,0,1,1,1,0,0
 Xuan Song,4,<none>,2,2,0,0,0,0,0
 Xiaowei Shao,4,<none>,2,2,0,0,0,0,0
 Ryosuke Shibasaki,4,<none>,2,2,0,0,0,0,0
 Huijing Zhao,4,<none>,2,2,0,0,0,0,0
 Varun Ramakrishna,4,<none>,1,1,1,1,0,0,0
 Rui Caseiro,4,<none>,2,1,1,0,0,0,0
 Go Irie,4,<none>,1,1,1,0,0,0,1
 III Supancic,4,<none>,1,0,3,0,0,0,0
 B.V.K. Vijaya Kumar,4,<none>,1,0,0,0,0,0,3
 Jeremie Papon,4,<none>,1,1,2,0,0,0,0
 Markus Schoeler,4,<none>,1,1,2,0,0,0,0
 Edward H. Adelson,4,<none>,1,0,2,1,0,0,0
 Mihalis A. Nicolaou,4,<none>,2,0,0,2,0,0,0
 Michael Werman,4,<none>,2,1,0,1,0,0,0
 Markus Mathias,4,<none>,2,0,0,1,1,0,0
 Christian Szegedy,4,<none>,0,2,1,1,0,0,0
 Dumitru Erhan,4,<none>,0,1,2,0,1,0,0
 Jan Heller,4,<none>,0,0,2,1,1,0,0
 Junho Yim,4,<none>,0,0,2,0,1,0,1
 Shaoqing Ren,4,<none>,0,1,2,1,0,0,0
 Xiao Sun,4,<none>,0,1,1,0,2,0,0
 Fabian Caba Heilbron,4,<none>,0,0,2,1,1,0,0
 Victor Escorcia,4,<none>,0,0,2,0,2,0,0
 Yao Li,4,<none>,1,0,1,0,2,0,0
 Jimmy Addison Lee,4,<none>,0,0,1,1,1,0,1
 Alan Fern,4,<none>,1,1,1,0,1,0,0
 Li Deng,4,<none>,0,0,1,1,2,0,0
 Vignesh Jagadeesh,4,<none>,1,1,2,0,0,0,0
 Robinson Piramuthu,4,<none>,0,1,2,1,0,0,0
 Gyeongmin Choe,4,<none>,0,1,2,1,0,0,0
 Tatsunori Taniai,4,<none>,0,1,1,1,1,0,0
 Johan Thunberg,4,<none>,0,0,1,1,1,0,1
 Tanmay Gupta,4,<none>,0,0,1,0,1,0,2
 Xiaoyu Wang,4,<none>,2,0,1,0,1,0,0
 Nianjuan Jiang,4,<none>,1,0,1,0,1,0,1
 Deepak Pathak,4,<none>,0,0,2,1,1,0,0
 Albert Gordo,4,<none>,1,0,2,0,1,0,0
 Lijun Wang,4,<none>,0,0,2,1,1,0,0
 Jingming Dong,4,<none>,0,0,2,1,1,0,0
 Thomas Leung,4,<none>,0,2,1,1,0,0,0
 Sean Bell,4,<none>,0,0,2,1,1,0,0
 Alejandro Jaimes,4,<none>,0,1,2,1,0,0,0
 Changqun Xia,4,<none>,0,0,2,0,1,0,1
 Joan Alabort-i-Medina,4,<none>,0,1,2,1,0,0,0
 Yen-Liang Lin,4,<none>,1,0,1,0,2,0,0
 Xianjie Chen,4,<none>,0,2,1,0,1,0,0
 Shugao Ma,4,<none>,1,0,2,1,0,0,0
 Margrit Betke,4,<none>,1,0,1,1,1,0,0
 Jan Hosang,4,<none>,0,0,1,1,2,0,0
 Daniyar Turmukhambetov,4,<none>,0,0,1,0,2,0,1
 In Kyu Park,4,<none>,0,0,2,1,0,0,1
 Jingkuan Song,4,<none>,0,0,2,0,2,0,0
 Cedric Demonceaux,4,<none>,0,1,2,0,0,0,1
 Deli Zhao,4,<none>,2,0,1,1,0,0,0
 Ferdous Sohel,4,<none>,0,1,2,0,1,0,0
 Kai Kang,4,<none>,0,0,1,2,1,0,0
 Heng Yang,4,<none>,1,1,1,0,0,0,1
 Ioannis Patras,4,<none>,1,0,1,0,1,0,1
 Shmuel Peleg,4,<none>,0,1,1,2,0,0,0
 Barbara B. Bendlin,4,<none>,0,1,1,1,0,0,1
 Concetto Spampinato,4,<none>,0,0,1,0,3,0,0
 Michael Lam,4,<none>,0,0,1,0,2,0,1
 Ales Leonardis,4,<none>,0,0,2,0,2,0,0
 Filip Radenovic,4,<none>,0,0,2,1,0,0,1
 Junshi Huang,4,<none>,0,1,2,0,1,0,0
 Katherine L. Bouman,4,<none>,1,0,1,1,1,0,0
 Michal Havlena,4,<none>,0,1,1,1,1,0,0
 Cees G.M. Snoek,4,<none>,1,3,0,0,0,0,0
 Mahmudul Hasan,4,<none>,0,1,1,1,1,0,0
 Alvaro Soto,4,<none>,1,1,0,2,0,0,0
 Quanfu Fan,4,<none>,1,2,0,0,0,0,1
 Ramin Zabih,4,<none>,1,1,0,1,1,0,0
 Hossam Isack,4,<none>,0,1,1,1,1,0,0
 Anirban Roy,4,<none>,0,1,0,1,1,0,1
 Gerard Medioni,4,<none>,0,2,0,1,1,0,0
 Enliang Zheng,4,<none>,0,1,3,0,0,0,0
 Mahsa Baktashmotlagh,4,<none>,1,1,1,0,0,0,1
 Lin Sun,4,<none>,0,1,1,0,2,0,0
 Eleonora Vig,4,<none>,0,1,0,2,0,0,1
 Xiao Tan,4,<none>,0,1,0,0,0,0,3
 Che-Han Chang,4,<none>,1,1,0,0,1,0,1
 Danhang Tang,4,<none>,1,1,2,0,0,0,0
 Tian-Tsong Ng,4,<none>,0,1,1,2,0,0,0
 Zhenxing Niu,4,<none>,0,1,0,1,1,0,1
 Guoying Zhao,4,<none>,0,1,0,0,1,0,2
 Raymond Mooney,4,<none>,1,0,1,1,1,0,0
 Yeong Jun Koh,4,<none>,0,0,0,1,2,0,1
 Yaowei Wang,4,<none>,0,0,0,1,2,0,1
 Sanping Zhou,4,<none>,0,0,0,1,1,0,2
 Ming Shao,4,<none>,2,0,0,1,1,0,0
 Zhiwei Deng,4,<none>,0,0,0,3,1,0,0
 Zhiheng Huang,4,<none>,1,0,1,2,0,0,0
 Zeeshan Hayder,4,<none>,0,0,1,1,2,0,0
 Antonio M. Lopez,4,<none>,1,0,0,1,0,0,2
 Olivier Saurer,4,<none>,2,0,0,1,1,0,0
 Stefan Gumhold,4,<none>,0,0,1,1,2,0,0
 Martin Kiefel,4,<none>,0,0,0,2,1,0,1
 Yiming Qian,4,<none>,0,0,1,1,2,0,0
 Armin Mustafa,4,<none>,0,0,1,1,1,0,1
 Silvano Galliani,4,<none>,0,0,1,1,2,0,0
 Dinghuang Ji,4,<none>,0,0,2,1,1,0,0
 Tom Goldstein,4,<none>,0,0,0,1,2,0,1
 Ming Lu,4,<none>,0,0,0,0,3,0,1
 Shohei Nobuhara,4,<none>,0,0,2,0,1,0,1
 Sanghoon Lee,4,<none>,0,0,0,0,2,0,2
 Donghyeon Cho,4,<none>,1,0,0,0,3,0,0
 Haozhi Qi,4,<none>,0,0,0,0,2,0,2
 Vamsi K. Ithapu,4,<none>,1,0,2,0,1,0,0
 Zhuang Liu,4,<none>,0,0,0,0,3,0,1
 Mingze Xu,4,<none>,0,0,0,0,1,0,3
 Chao Yang,4,<none>,0,0,0,0,3,0,1
 Nicolas Ballas,4,<none>,1,0,1,0,1,0,1
 Feng Xu,4,<none>,0,0,1,0,2,0,1
 Muhammad Haris Khan,4,<none>,0,0,1,0,1,0,2
 Sim-Heng Ong,4,<none>,0,0,0,0,2,0,2
 Xiaopeng Hong,4,<none>,0,0,0,0,0,0,4
Yaniv Taigman,4,<none>,0,1,0,0,1,1,1
Zhe Lin,4,<none>,0,1,0,0,1,2,0
Yann N. Dauphin,4,<none>,0,2,0,0,1,0,1
Jonathon Shlens,4,<none>,0,1,0,0,2,1,0
Yangqing Jia,4,<none>,2,2,0,0,0,0,0
Pierre Sermanet,4,Google,0,1,1,0,1,0,1
Mehdi Mirza,4,<none>,1,2,0,0,1,0,0
Mikael Henaff,4,Microsoft,0,1,0,0,1,0,2
Julian Ibarz,4,Google Inc.,0,1,0,0,0,1,2
Martin Riedmiller,4,<none>,0,3,1,0,0,0,0
Guido F. Montufar,4,<none>,2,2,0,0,0,0,0
Sherjil Ozair,4,"Mila, Université de Montréal",0,2,0,0,0,0,2
Li Yao,4,<none>,1,2,0,1,0,0,0
Min Lin,4,MILA,0,1,1,0,0,0,2
Agata Lapedriza,4,Massachusetts Institute of Technology,0,1,2,0,0,0,1
Aude Oliva,4,<none>,0,1,3,0,0,0,0
Kevin Murphy,4,Google,0,0,1,0,2,1,0
Hanie Sedghi,4,<none>,0,1,2,0,0,0,1
Matthieu Courbariaux,4,<none>,0,0,2,2,0,0,0
Ross Goroshin,4,<none>,1,0,2,0,1,0,0
Johannes Ballé,4,<none>,0,0,0,0,2,1,1
Nitish Shirish Keskar,4,<none>,0,0,0,0,1,1,2
Fuxin Li,4,Oregon State University,1,0,1,0,1,0,1
Eleanor Batty,4,Columbia University,0,0,0,0,3,0,1
Josh Merel,4,<none>,0,0,0,0,1,0,3
Gabriel Synnaeve,4,Facebook,0,0,0,0,1,1,2
Chengtao Li,4,Massachusetts Institute of Technology,0,0,0,1,2,0,1
Alexander L. Gaunt,4,<none>,0,0,0,0,4,0,0
Nate Kushman,4,<none>,0,0,0,0,2,2,0
Geoff Pleiss,4,Cornell,0,0,0,0,2,1,1
Emilio Parisotto,4,<none>,0,0,0,1,1,2,0
Harrison Edwards,4,<none>,0,0,0,0,1,1,2
Hsiao-Yu Tung,4,<none>,0,1,1,0,2,0,0
Aaron Klein,4,Amazon Berlin,0,0,1,1,1,0,1
Jiwei Li,4,Shannon.AI,0,0,0,0,3,0,1
Shengjie Wang,4,<none>,0,0,1,0,2,1,0
Yuri Burda,4,<none>,0,0,0,0,1,1,2
Jeff Pool,4,<none>,0,0,1,0,1,2,0
Michael Chang,4,UC Berkeley,0,0,0,0,1,1,2
Tom Erez,4,<none>,0,0,1,1,1,0,1
Tero Karras,4,NVIDIA,0,0,0,0,1,1,2
Rif A. Saurous,4,<none>,0,0,0,0,1,3,0
David M. Blei,4,<none>,0,0,0,0,4,0,0
Jianwei Yang,4,Georgia Institute of Technology,0,0,0,1,2,0,1
Alexander Rush,4,<none>,0,0,0,0,1,2,1
Sham Kakade,4,University of Washington,1,0,1,0,1,0,1
Alban Desmaison,4,University of Oxford,0,0,0,1,2,0,1
Zhouhan Lin,4,MILA,0,0,0,1,1,1,1
David Pfau,4,<none>,1,0,0,1,1,0,1
Tim Rocktäschel,4,<none>,0,0,0,0,3,1,0
Matthew Botvinick,4,<none>,0,1,0,0,1,2,0
Alexander A. Alemi,4,<none>,0,0,0,1,1,2,0
Justin Gilmer,4,Google,0,0,0,0,2,1,1
Junbo Zhao,4,New York University,0,0,1,1,1,0,1
Ziyu Wang,4,<none>,0,0,0,0,2,1,1
Wei Wen,4,<none>,0,0,0,1,2,1,0
Yiran Chen,4,<none>,0,0,0,1,2,1,0
Alexey Kurakin,4,<none>,0,0,0,0,3,1,0
Takeru Miyato,4,"Preferred Networks, Inc.",0,0,0,0,1,2,1
Nicolas Le Roux,4,Google,1,0,0,0,1,0,2
Jin-Hwa Kim,4,<none>,0,0,0,1,2,1,0
David Raposo,4,<none>,0,0,0,0,2,1,1
Claire Tomlin,4,<none>,0,0,0,1,3,0,0
Randall Balestriero,4,Rice University,0,0,0,0,1,0,3
Sushrut Karmalkar,4,The University of Texas at Austin,0,0,0,0,1,0,3
Dan Klein,4,<none>,0,1,1,0,1,1,0
Georg Martius,4,Max Planck Society,0,0,0,0,1,2,1
John Hopcroft,4,<none>,1,0,0,2,0,1,0
Eero Simoncelli,4,HHMI / New York University,0,0,0,2,1,0,1
Ross Girshick,4,Facebook,0,1,1,1,0,0,1
Weinan E,4,<none>,0,0,0,1,1,2,0
Ion Stoica,4,UC Berkeley,0,0,0,1,0,2,1
Shin-ichi Maeda,4,Preferred Networks,0,0,0,1,0,1,2
Matthew Blaschko,4,<none>,1,0,2,1,0,0,0
Alexander Pritzel,4,<none>,0,0,0,2,1,1,0
Zhenwen Dai,4,Amazon,1,0,0,1,1,0,1
Marcin Andrychowicz,4,<none>,0,0,0,2,2,0,0
David Minnen,4,<none>,0,0,0,1,0,2,1
Ivo Danihelka,4,<none>,0,0,0,4,0,0,0
Michael Auli,4,<none>,0,0,0,1,0,0,3
Yutian Chen,4,<none>,1,1,0,0,0,1,1
James J. DiCarlo,4,<none>,2,0,0,0,0,1,1
Laurens van der Maaten,4,Facebook,1,0,0,0,0,2,1
Osbert Bastani,4,University of Pennysylvania,1,0,0,1,0,1,1
Ashutosh Saxena,4,<none>,3,0,0,1,0,0,0
Sandeep Subramanian,4,<none>,0,0,0,0,0,3,1
Jiayuan Mao,4,Massachusetts Institute of Technology,0,0,0,0,0,1,3
William Fedus,4,<none>,0,0,0,0,0,2,2
Hyeji Kim,4,Samsung AI Center Cambridge,0,0,0,0,1,2,1
Michael Tschannen,4,<none>,0,0,0,0,2,2,0
David Budden,4,<none>,0,0,0,0,0,3,1
Andrew   McCallum,4,<none>,0,0,0,0,0,1,3
Alexei Efros,4,UC Berkeley,0,0,0,0,0,2,2
Roman Novak,4,Google,0,0,0,0,0,2,2
Yanyao Shen,4,University of Texas at Austin,0,0,0,1,0,1,2
anima anandkumar,4,<none>,0,0,0,0,0,4,0
Sara Sabour,4,Google,0,0,0,0,1,1,2
Neil Houlsby,4,<none>,0,1,0,0,0,2,1
Søren Hauberg,4,Technical University of Denmark,0,0,0,1,0,1,2
Jiri Hron,4,University of Cambridge,0,0,0,0,1,1,2
Prasanna Sattigeri,4,IBM Research,0,0,0,0,1,2,1
Aditi Raghunathan,4,Stanford University,0,0,0,0,1,2,1
richard   socher,4,<none>,0,0,0,0,0,4,0
Chuan Guo,4,Cornell,0,0,0,1,0,1,2
Douwe   Kiela,4,<none>,0,0,0,0,0,3,1
Yann Ollivier,4,<none>,0,0,0,0,0,2,2
Anton Osokin,4,<none>,0,0,1,0,1,2,0
Tie-Yan   Liu,4,<none>,0,0,0,0,0,1,3
Ozan Sener,4,<none>,0,0,0,1,0,3,0
Taesup Kim,4,Mila / Kakao Brain,0,0,0,0,0,2,2
Ari Morcos,4,Facebook AI Research,0,0,0,0,0,2,2
Efstratios Gavves,4,University of Amsterdam,0,0,0,0,0,1,3
Jaakko Lehtinen,4,NVIDIA Research; Aalto University,0,0,0,0,0,1,3
Vittorio Murino,4,<none>,1,1,0,0,0,2,0
Devansh Arpit,4,Salesforce/MILA,0,1,0,0,0,1,2
Shengyang Sun,4,University of Toronto,0,0,0,0,0,1,3
Xiaojing Ye,4,<none>,0,0,0,1,2,1,0
